ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
228,31,34589,445,0,3,10,91631,60,1,3,3,285,0.4479217256116706,2,1,0.0712589500448839,0,1,0,29,16,1428,1002,72147,55009,2882.4166666666665,0.913455211747474,3,17138,0.374131,0.3961850643979974,3527.670993195453,1.322734161679882,52.0,0
229,48,56584,615,2,0,24,15122,36,1,2,0,115,0.1711762535570972,4,1,0.4960157211226295,0,2,0,25,25,6834,1269,122221,6443,4715.333333333333,0.9298064896215747,5,115778,0.192622,0.1810593174738126,547.5004526336796,0.1404991770041735,40.8,1
230,31,32777,537,0,4,9,27822,60,0,2,0,392,0.3132684195484376,4,2,0.2064896020291528,0,2,1,21,15,4771,4937,120149,5740,2731.4166666666665,0.8247088104386914,6,114409,0.264322,0.2260003462978678,777.9351424619464,0.4283254022498506,55.0,0
231,42,70901,575,1,1,22,20087,60,1,0,3,582,0.4906214976465529,4,3,0.328179015710244,0,3,0,29,4,12504,522,43108,19402,5908.416666666667,0.8960520067181497,5,23706,0.237587,0.2388286071848654,576.4971798101402,0.1960757416358257,61.0,0
232,40,52184,574,1,0,19,38284,48,1,3,3,356,0.1458470952597986,5,1,0.1463717864147254,0,4,0,16,3,7697,4696,135135,52369,4348.666666666667,0.9144261805436192,8,82766,0.246284,0.2282540717919997,1223.3993090306983,0.3631916240297482,53.0,0
233,32,43451,506,0,3,14,9077,36,3,0,3,564,0.0995242227534924,2,2,0.2942756747702839,0,4,0,23,1,1218,7400,58686,11575,3620.9166666666665,0.7059163665411841,5,47111,0.2410769999999999,0.2465643931734781,359.25265225918326,0.2549776029806034,56.0,0
234,65,23881,599,0,3,43,17067,60,2,4,2,678,0.1846329506343811,1,1,0.4103191980213574,0,0,0,23,26,22121,3206,38426,91806,1990.0833333333333,0.5809631132959967,4,5423,0.222567,0.2192841806674495,470.677622043141,0.5772007648137722,57.0,0
235,47,44248,550,1,3,24,21565,36,2,2,3,499,0.2125094044867889,5,0,0.2248814925018989,0,1,0,28,12,41840,1886,70635,20206,3687.3333333333335,0.8720245133095422,5,50429,0.231565,0.2325997326288069,837.6999919731885,0.3625112977688994,54.0,0
236,18,15885,551,0,4,0,35284,84,2,0,1,264,0.2965692524382257,6,2,0.5418069239545946,0,3,0,23,27,2316,3975,302488,23662,1323.75,0.8481466640486499,1,278826,0.284784,0.3252974997117367,1069.5813582736496,1.007426899545722,54.0,0
237,42,39637,599,0,2,16,28863,24,2,4,0,337,0.6577604508520756,4,1,0.1097211866260738,0,4,0,25,7,823,554,197025,22402,3303.083333333333,0.7110369067251245,5,174623,0.204363,0.2450885830571364,1533.3588044053192,0.5662463267367316,50.0,0
238,32,48777,549,0,1,8,32798,72,0,3,2,176,0.5015655330324704,4,0,0.2891038188839888,0,0,0,30,4,1382,446,100090,30965,4064.75,0.8044430879689629,4,69125,0.273298,0.2966013455898997,979.5255674957392,0.284279615596467,55.0,0
239,50,43208,564,0,3,26,13574,84,1,3,1,361,0.7222491660505085,4,1,0.3408269936918299,0,1,0,33,6,2108,678,23314,73184,3600.6666666666665,0.7910425277768346,3,2671,0.2565739999999999,0.2052591999999999,305.74013303204976,0.1851713015271384,59.0,0
240,30,18662,544,0,1,11,28715,60,2,1,3,511,0.276851053054796,4,0,0.4274032839526854,0,3,0,25,12,3730,149,94880,7676,1555.1666666666667,0.8929806884383118,7,87204,0.261715,0.2638703832786698,866.3323772508328,0.8856493691463935,56.0,0
241,38,42209,582,1,4,16,29658,48,0,0,3,395,0.2847731321367094,3,1,0.1850249718928613,0,2,0,36,1,794,524,116610,14222,3517.4166666666665,0.9119749910208136,7,102388,0.233658,0.2439535391069458,973.3988690683142,0.3890351922296138,54.0,0
242,46,99222,450,0,4,24,44563,120,1,1,2,281,0.3917764046951245,1,0,0.2191393300069593,0,1,0,32,21,8172,1353,20670,6849,8268.5,0.6635489236069669,5,13821,0.374563,0.4200912583711408,1585.5685649625368,0.2257445201623676,51.0,0
243,50,27279,634,0,1,29,14474,72,2,0,0,590,0.1014320071614884,3,0,0.1691377647178658,0,1,0,21,28,1524,5782,117515,46510,2273.25,0.646644684799492,1,71005,0.212474,0.202603629054538,348.8810900902082,0.4130126867217456,46.0,0
244,25,15000,603,0,1,4,33259,48,2,2,1,253,0.0631758511129543,1,1,0.1227545473949578,0,4,1,19,9,2500,627,125998,47479,1250.0,0.5716952202493,3,78519,0.226759,0.2058863664135576,1022.5434681056088,1.0204347744844868,53.0,0
245,35,75376,610,0,1,16,20920,36,2,3,0,448,0.7454746291843386,4,0,0.5165433498225567,1,1,0,22,8,1654,860,5522,12731,6281.333333333333,0.9102016146101432,4,4964,0.20092,0.1702407781881528,746.1057713721455,0.1901038693545126,70.0,0
246,34,25096,602,0,3,14,9999,96,2,3,0,312,0.019379253449884,1,0,0.4168513557997069,0,2,1,28,24,4662,1263,146709,21671,2091.333333333333,0.7724700101739357,1,125038,0.243999,0.2091181327784685,215.23157641023727,0.2521030808464634,56.0,0
247,32,34817,606,0,1,8,36726,48,1,0,3,570,0.2563830614063498,3,1,0.234471781352428,0,3,0,26,1,3099,669,46874,110774,2901.4166666666665,0.8930420436236163,9,2880,0.228726,0.2587822324943619,1235.7869424730782,0.62238111582494,54.0,0
248,61,68306,583,0,1,39,25261,24,1,2,0,441,0.0375608964605936,3,3,0.594253569743979,0,4,0,25,3,2656,298,24326,20178,5692.166666666667,0.8090083989784659,8,4148,0.208761,0.2155627725992596,1304.965383611198,0.3067312476698148,60.0,0
249,44,58991,587,0,1,23,14635,48,0,0,0,248,0.1062924249308045,4,2,0.2520384610441041,0,2,0,29,10,5121,838,45657,53110,4915.916666666667,0.7084653846179451,6,2967,0.216135,0.2201880713062038,461.24088978667646,0.1442743923215425,40.8,1
250,24,92237,622,0,1,2,29532,96,0,0,0,417,0.4755624175986784,4,2,0.3514774180121199,0,0,0,23,17,1961,1088,143116,99055,7686.416666666667,0.923623511279254,7,44061,0.253532,0.2765456002695212,766.6109641952073,0.1539873539939773,51.0,0
251,51,52241,628,0,1,26,25118,12,3,0,3,1434,0.4476995325225973,4,2,0.0733975280864151,0,0,0,24,23,917,645,18952,37802,4353.416666666667,0.8439205716517408,7,4632,0.176118,0.1716838723390577,2292.888651003273,0.8560836088903212,48.0,0
252,65,66407,579,0,1,42,44037,48,1,1,3,235,0.2364061288432686,3,1,0.3872177261964307,0,3,0,24,19,2825,1628,43020,11353,5533.916666666667,0.8152557776548154,5,31667,0.249537,0.2761222384388477,1525.028516701531,0.3180439140515062,54.0,0
253,52,20071,565,0,3,28,12684,36,1,0,3,484,0.3345689133513748,3,2,0.1793966740372757,0,2,0,33,7,6135,440,93068,38320,1672.5833333333333,0.8227522521140915,9,54748,0.215184,0.2478332295249719,502.8612117281425,0.59002214841003,51.0,0
254,21,69356,589,1,4,0,18957,72,3,1,0,530,0.3392535184817753,3,0,0.4834832689131746,0,2,0,11,16,1945,769,9667,61996,5779.666666666667,0.9313762919629602,1,2166,0.239457,0.2175211856921156,473.5307313060402,0.1736312471260234,59.0,0
255,34,31043,536,0,1,13,13424,96,2,2,0,852,0.1648517978475679,1,0,0.4272706609557036,0,1,0,25,19,2254,1243,52754,10360,2586.9166666666665,0.4602713584309764,1,42394,0.280424,0.2572740152972625,330.9964318295026,0.4572997835890227,56.0,0
256,55,300000,509,0,1,32,18698,36,1,3,0,1099,0.4277876848852618,2,0,0.0817340523215344,0,4,1,26,5,8564,5654,239980,27790,25000.0,0.7676418028148881,7,212190,0.249198,0.2064501955013329,701.0451019582598,0.0720018040783303,42.400000000000006,1
257,31,34233,599,0,0,5,26572,60,3,0,1,189,0.5801713272829614,6,1,0.3934759121333316,0,0,0,25,17,987,95,19661,15644,2852.75,0.7212052651584749,3,4017,0.232072,0.2292878455380897,747.9903767588675,0.3284516262409491,56.0,0
258,45,81867,632,0,4,20,35991,36,1,0,1,390,0.2243919717998011,1,0,0.291202109838133,0,2,0,31,13,1014,1142,24707,4629,6822.25,0.9615760878406742,1,20078,0.204991,0.2231088494343096,1380.307790220469,0.2594903133453727,48.0,0
259,49,79592,583,1,1,25,17337,60,1,3,0,290,0.1635140381464005,3,1,0.47058030912631,1,4,0,27,29,1256,1395,390370,36001,6632.666666666667,0.729069826894548,6,354369,0.230837,0.2323905541931926,491.1223136005481,0.1177689687808646,51.2,1
260,28,45466,589,2,1,5,31671,84,2,0,0,256,0.3881664452652395,2,0,0.5857337818709185,1,0,1,19,15,3160,709,295715,36072,3788.8333333333335,0.8435637563957952,3,259643,0.262171,0.2553771604794591,812.5654158283506,0.282030198168746,74.0,0
261,39,75932,530,0,2,14,29901,12,2,2,0,350,0.1825249109874367,1,2,0.180458703155087,0,1,0,17,20,4763,329,228464,157337,6327.666666666667,0.9664366433701548,6,71127,0.229901,0.2335392216872575,2818.0858506671966,0.5006720514145071,47.0,0
262,18,160729,555,0,4,0,22942,48,3,2,1,179,0.0437097902051561,3,0,0.2869856288516537,0,4,0,18,1,4814,1667,58602,10820,13394.083333333334,0.9122160226640194,4,47782,0.240442,0.2640579814663558,778.7893623796523,0.0715083920671181,42.400000000000006,1
263,27,29349,570,0,1,9,31897,96,1,2,0,389,0.1479941767749165,5,2,0.0719280954556733,0,4,0,29,4,11187,1186,56865,54858,2445.75,0.5459463775764613,2,2007,0.281897,0.3382764,966.1578162701564,0.5540868102913855,54.0,0
264,36,15000,575,0,3,16,16449,12,1,1,0,195,0.272116971226163,4,0,0.0732499625221535,0,4,0,26,29,587,1172,69490,143736,1250.0,0.6566031594823903,2,7278,0.193949,0.2156286869915251,1536.0755099871574,1.384860407989726,52.0,0
265,25,22698,630,0,2,2,7604,36,1,1,0,165,0.2216575065597782,5,2,0.3026516353790942,0,2,0,22,8,3441,681,121192,18803,1891.5,0.7109753175819017,2,102389,0.177604,0.2038607933003422,284.08995013891774,0.2374252974564725,50.0,0
266,59,117989,610,0,2,40,21413,48,1,3,2,642,0.2998318044591407,3,1,0.5411654235793019,0,3,1,20,4,2737,303,65900,15765,9832.416666666666,0.6132940460147523,6,50135,0.211413,0.2012746013695579,653.0603922158974,0.1317133351972707,48.8,1
267,22,28842,462,0,3,1,23503,120,2,2,3,255,0.4089824110262728,7,0,0.294992690597753,0,0,0,23,28,2048,1157,37410,12303,2403.5,0.6248431898887868,10,25107,0.347503,0.3342798432008018,679.8636346165658,0.3889592821371191,55.0,0
268,34,197755,589,0,0,13,23464,24,1,1,3,310,0.2097904179976681,6,0,0.3806598873841047,0,1,0,27,26,1533,1145,15161,45400,16479.583333333332,0.76981833394127,7,7368,0.203964,0.2071007063140161,1202.3741023553075,0.091772593503394,41.6,1
269,41,80502,588,0,1,19,51696,36,1,2,2,430,0.2302710467777223,4,1,0.2609069604025782,0,3,0,25,17,4479,253,25948,87065,6708.5,0.901259720924612,4,2473,0.242696,0.2105622569508157,1949.1429813126647,0.354646043275347,51.0,0
270,57,26541,617,0,3,35,28122,48,2,0,0,410,0.1124610557166761,2,2,0.1188167612684841,0,0,0,16,26,3388,79,117767,50710,2211.75,0.8729774658903148,7,67057,0.214622,0.2277465617103876,897.8830168969167,0.5913340191689461,46.0,0
271,22,19683,578,0,3,0,16797,96,1,1,2,339,0.1260465500160707,3,0,0.0771145970808973,0,3,1,20,21,1128,1296,17621,28738,1640.25,0.8766508953485161,8,10776,0.262797,0.2606824604320592,417.99943161577096,0.4615146664324164,57.0,0
272,53,45788,635,0,1,29,31589,24,1,3,0,86,0.2279128675095257,3,0,0.3195737935541793,0,2,0,23,12,12430,3377,99320,75842,3815.6666666666665,0.5640035753445708,6,23478,0.189089,0.1906701424783407,1593.3865037471464,0.4401292488199038,52.0,0
273,40,16070,562,2,2,18,27411,96,1,1,1,371,0.1498378456572485,3,0,0.272989871352703,0,1,0,17,2,1321,1003,108513,4811,1339.1666666666667,0.9508111297938352,9,103702,0.2814109999999999,0.2919530508030619,740.5761325663401,0.830050627927572,56.0,0
274,28,42043,521,0,3,6,28140,108,1,0,3,470,0.2018527604178917,2,0,0.1170376016754305,0,1,0,16,14,2373,6029,13431,47593,3503.583333333333,0.8428359877314809,4,1357,0.31264,0.375168,912.6040172290128,0.3946256976606843,51.0,0
275,45,90083,581,0,4,25,27462,36,2,4,2,433,0.4521564849934903,1,1,0.3213442693713205,0,2,0,23,23,1362,596,72026,43396,7506.916666666667,0.9165326806528412,3,28630,0.221962,0.197088688486589,1016.5172026872266,0.1930908876507966,43.2,1
276,42,28481,632,2,4,17,12820,36,1,0,3,412,0.0914950280432423,4,0,0.414573853629521,0,1,0,20,27,2701,3032,13578,6641,2373.4166666666665,0.8107380803105276,9,6937,0.18182,0.1481006309757712,443.2180125642318,0.360332016107959,57.0,0
277,32,16274,597,0,4,11,15725,36,3,1,0,503,0.2830381832097021,2,1,0.5140464303912863,0,1,0,21,4,3453,1134,317610,19193,1356.1666666666667,0.5660694993145542,3,298417,0.202225,0.2027562398796989,586.6080734273089,0.8034470247712736,57.0,0
278,40,25192,560,0,0,20,21634,36,0,2,0,480,0.3718130643324897,4,1,0.3191351286892482,0,0,0,32,25,5336,2204,143091,57162,2099.333333333333,0.8970956032452401,7,85929,0.2266339999999999,0.2217482834569137,828.1702131391835,0.6231360176909416,54.0,0
279,35,78101,526,0,0,12,14215,36,1,4,1,345,0.1645513663415042,7,0,0.156237431412694,0,4,0,25,11,3210,212,28446,8541,6508.416666666667,0.5266906057329009,0,19905,0.236215,0.2380787531085732,556.262053626886,0.138476391384523,49.0,0
280,41,73312,561,0,0,20,41720,24,0,2,0,160,0.3848032298822951,5,1,0.3836320331236874,0,0,1,21,28,2477,1062,75346,19872,6109.333333333333,0.8700963245971415,2,55474,0.2362199999999999,0.2187725396396179,2161.82856418163,0.3800461421074252,58.0,0
281,47,72434,613,0,4,26,10034,72,1,4,2,839,0.217422470527538,2,1,0.1789421979186,0,2,0,15,24,15952,207,36020,29176,6036.166666666667,0.4800244145954941,5,6844,0.2185339999999999,0.2097953300905161,246.07372130416945,0.179762054499959,37.6,1
282,59,160132,634,0,1,36,21320,24,2,3,0,474,0.3294739596357792,2,1,0.1650596079336031,0,3,0,26,19,1426,422,30016,80918,13344.333333333334,0.8315528824230202,10,6854,0.17932,0.1823409115687345,1066.7948724416806,0.1154643573383219,36.0,1
283,25,15000,534,0,3,3,19820,60,2,3,3,497,0.2521240615512209,1,1,0.238207171545896,0,0,0,32,20,2582,994,61743,14099,1250.0,0.7593092150133092,5,47644,0.25782,0.2720351532387511,607.62338270566,0.883698706164528,54.0,0
284,65,49341,631,0,3,38,33548,36,1,0,3,487,0.4093688560680847,3,1,0.256680767691853,0,1,0,19,18,4896,923,81454,42926,4111.75,0.6523812042566864,3,38528,0.203048,0.1871963937889114,1224.9859443725545,0.4163643082319097,51.0,0
285,18,47185,531,2,0,0,18490,48,2,2,3,231,0.1284265710581646,0,1,0.0759736602958251,0,3,1,32,23,26725,2057,28782,11470,3932.0833333333335,0.9094421592520529,3,17312,0.24799,0.2149110332921177,577.4510229372695,0.2056037358323033,59.0,0
286,38,107659,607,0,2,14,19552,96,2,1,3,399,0.0523118629426809,5,0,0.389597131520311,0,2,0,27,25,718,3367,159378,12852,8971.583333333334,0.805885933132401,5,146526,0.251052,0.2646463692156646,491.77011400787785,0.0992879496195815,36.0,1
287,47,179664,589,0,1,28,21380,24,2,0,0,542,0.5807796947546544,2,1,0.3863901664766297,0,2,0,17,24,20058,1045,50021,51416,8772.416666666666,0.615821421318829,2,10869,0.20188,0.2020893703285207,1090.3357494054117,0.1860759482170909,42.400000000000006,1
288,43,81136,575,0,1,22,15763,48,3,0,3,395,0.3111495824061551,4,1,0.309090165557094,0,4,0,19,22,4825,1917,99623,149347,6761.333333333333,0.7275224532811466,9,7161,0.223263,0.1993348035321067,479.1153177181407,0.1292815003527125,42.400000000000006,1
289,32,86245,445,0,3,12,17018,48,2,4,0,581,0.2073829611612442,6,0,0.1973897536046715,0,0,0,23,23,2432,722,22024,25797,7187.083333333333,0.5837947833040332,6,4917,0.289518,0.2876266033449668,600.563879460074,0.1644010267670113,39.2,1
290,37,98074,620,0,4,16,16112,60,1,3,2,495,0.4833771184525332,1,0,0.4067297521255082,0,4,0,22,6,6384,1472,33453,43942,8172.833333333333,0.7927681781458709,6,3853,0.211112,0.2221234465002956,446.9433286927376,0.1152529716776398,44.0,1
291,34,23559,598,0,1,11,52609,96,1,1,0,425,0.6713885803560015,2,1,0.4569987319555839,0,1,0,28,15,924,1543,23710,8274,1963.25,0.9059991334785186,8,15436,0.288609,0.2736260532939226,1355.197823419842,0.9067606384412796,60.0,0
292,32,39808,619,0,4,7,18027,60,1,3,3,365,0.074351710109728,2,1,0.2451303995104611,0,0,0,29,20,6266,1722,40123,10880,3317.333333333333,0.6424503204515528,4,29243,0.213527,0.1708216,448.8141479313021,0.2453217889664295,39.2,1
293,50,18856,580,0,0,27,16282,36,1,0,2,355,0.0876366678669921,3,1,0.1910627607510301,0,3,0,26,10,8849,4164,71576,29120,1571.3333333333333,0.7505187272516017,6,42456,0.211282,0.2169003696345935,619.2091246978977,0.6199888362523744,51.0,0
294,44,101388,642,0,1,22,22076,48,0,0,0,209,0.2443525281809312,0,0,0.4831825959111023,0,1,0,26,9,10960,874,71923,9400,8449.0,0.8830772887414433,6,62523,0.196076,0.2025301557741236,674.7602353646688,0.1045993887282126,40.8,1
295,31,80085,530,0,0,10,21534,48,2,1,0,790,0.3122831552282539,3,1,0.3957181328655004,0,0,0,27,26,899,912,96053,35862,6673.75,0.7492671371329772,7,60191,0.251534,0.2297540505676396,689.9062452617519,0.2217503270667543,40.8,1
296,50,22787,627,0,3,25,20061,60,1,0,2,328,0.3564726380008286,3,1,0.217880109749415,0,3,0,24,27,3563,2273,109630,150658,1898.9166666666667,0.7993845346113443,8,2918,0.211561,0.1874472358052462,517.5796301991437,0.4452958073633968,51.0,0
297,43,30579,571,0,3,16,53420,120,1,0,3,533,0.2083471981414053,0,1,0.583125688062165,0,0,0,32,16,2158,380,19003,7544,2548.25,0.5655496263426415,3,11459,0.32292,0.331470268244615,1533.908182542251,0.8111088717913277,59.0,0
298,49,15004,583,0,3,26,44032,84,1,0,0,675,0.280954010848542,5,1,0.1992477321663434,0,1,0,28,24,1308,1581,28871,55539,1250.3333333333333,0.9844500284381046,5,2329,0.277532,0.294125901649903,1241.6603002788877,1.5329194616999902,52.0,0
299,47,49936,492,1,0,23,30787,120,2,2,2,480,0.2465522263623492,2,0,0.2405265387740378,0,2,0,29,15,20264,338,1138334,21651,4161.333333333333,0.6859300586824214,3,1116683,0.339787,0.366516680203573,966.4657083644154,0.3475966937754923,38.400000000000006,1
300,30,26960,603,0,1,7,12517,36,1,5,1,454,0.1656594341635739,3,1,0.3996098167022324,0,2,0,26,10,14928,3283,82498,34140,2246.6666666666665,0.8055587781089373,6,48358,0.196017,0.199492671000925,464.85307451554974,0.4089850480039539,52.0,0
301,33,18391,552,0,3,9,9769,96,2,4,0,423,0.1186474028636012,2,1,0.3182220476329784,0,3,0,28,19,1101,2000,33399,1830,1532.5833333333333,0.780627477913446,5,31569,0.268769,0.2650353664673743,245.9651112984855,0.4364950973618523,55.0,0
302,48,51404,563,0,0,28,9446,12,0,2,1,191,0.0608261911234042,7,3,0.2415056111497174,0,2,0,31,2,4899,2393,77301,40986,4283.666666666667,0.9530021852929876,3,36315,0.192946,0.1945156426835987,872.5480580754057,0.2482798361393056,55.0,0
303,47,175236,482,0,0,25,27512,48,1,1,0,461,0.2786004815545762,5,2,0.603567558031183,0,2,0,20,26,14151,262,270652,70745,14603.0,0.8304308215142179,6,199907,0.281512,0.2651453234784152,935.6123168883954,0.0956387260760388,41.6,1
304,39,101044,615,0,1,16,15696,36,0,1,0,247,0.1294703956644828,2,1,0.3055002033203792,0,3,0,25,6,5732,943,86766,29039,8420.333333333334,0.76500506681918,4,57727,0.193196,0.1612462201632843,552.7909914425443,0.0949832933901125,39.2,1
305,41,40358,619,0,3,16,10669,60,0,4,3,367,0.0315061591924497,2,1,0.4605800971978807,0,0,0,28,8,2366,529,66332,6591,3363.1666666666665,0.7168671103488802,9,59741,0.206169,0.2249866953285365,297.69907729913893,0.1976408376923947,52.0,0
306,55,63122,656,1,1,34,18914,24,3,3,3,373,0.1956908662789235,2,1,0.2019388641808749,0,2,0,24,6,975,893,49916,6340,5260.166666666667,0.8171702501959379,4,43576,0.1659139999999999,0.1637621589054007,929.49184241671,0.2476141774500256,50.0,0
307,32,140216,617,0,0,14,13335,48,1,0,1,411,0.1487520299112135,2,2,0.4327197038522816,0,3,0,27,13,6819,1304,43330,115451,11684.666666666666,0.8505544560832755,4,9989,0.199835,0.2184943725894478,419.0443060349393,0.0710370547756267,40.0,1
308,46,120353,511,0,3,24,24013,72,0,3,0,624,0.1824098903467016,2,1,0.0253773080144832,0,1,0,20,9,1280,957,22872,42977,10029.416666666666,0.6048642071422698,4,3694,0.283513,0.2885207972970849,704.7348598037065,0.1324837629111404,48.0,0
309,37,41312,545,1,1,12,36289,36,1,1,0,850,0.4654173336470175,4,2,0.4143295645193836,0,2,0,20,7,3994,520,84698,14701,3442.6666666666665,0.5897107246137684,4,69997,0.248789,0.2660269447579181,1473.78208352425,0.674994795756463,60.0,0
310,37,57679,403,0,3,18,18371,72,2,3,3,1535,0.3055366930825166,3,2,0.4922112349789661,0,0,0,27,11,2748,515,39359,11556,4806.583333333333,0.8660120355369358,6,27803,0.3318709999999999,0.3420474117281415,603.405047400608,0.4448908713536521,56.0,0
311,53,35808,611,0,4,33,53571,24,1,1,3,268,0.3151604320864324,1,1,0.297502655757911,0,4,0,29,29,1099,790,100845,38596,2984.0,0.8450958034164026,0,62249,0.223071,0.2410449367837426,2835.1522454662763,1.0399303771669828,48.0,0
312,49,61971,494,1,4,26,24754,108,1,0,3,879,0.5205736940555182,2,3,0.2329192337367846,0,3,0,23,12,965,359,103736,3795,5164.25,0.8140619277645225,9,99941,0.322754,0.2867088269926141,641.5218098052745,0.2944322621494456,54.0,0
313,49,76040,600,0,1,27,37175,72,2,2,2,268,0.6045839856714935,3,1,0.4111055041466662,0,2,0,17,18,3744,106,128333,103786,6336.666666666667,0.8650561960474373,2,24547,0.252175,0.20174,894.1997473627306,0.1834086923770748,44.0,1
314,55,89794,582,0,0,31,32141,60,0,0,3,459,0.1811816173924722,1,1,0.4246163204268197,0,0,0,25,20,432,1944,281669,26067,7482.833333333333,0.9502525455997768,6,255602,0.246141,0.2680484681404781,977.690458870264,0.1919981903740024,38.400000000000006,1
315,40,36971,611,0,1,20,29198,48,1,4,2,293,0.0301180873067814,3,1,0.068491577335999,0,1,0,31,28,2250,666,11131,7166,3080.9166666666665,0.8085261376735262,4,3965,0.218698,0.233600174702247,941.60752134255,0.4007273337510643,47.0,0
316,48,92250,498,0,1,26,36697,96,2,3,0,546,0.3765253479893118,3,0,0.1278057306262553,0,3,0,25,28,2542,2870,57738,14788,7687.5,0.8044560760496776,6,42950,0.322697,0.3054240893312905,1025.8942200777203,0.2044740448881587,49.0,0
317,36,51610,476,0,0,11,19238,96,2,0,0,193,0.2781015383383924,3,3,0.2543620295110551,0,0,0,23,22,1200,6702,198224,44503,4300.833333333333,0.8541451260264084,5,153721,0.316238,0.3652429852849591,620.430300268252,0.1891331835539435,48.0,0
318,43,37703,467,0,3,23,8927,120,1,0,0,287,0.2880022605505948,5,0,0.124280721839298,0,0,0,27,25,3812,1290,466949,11555,3141.9166666666665,0.977857854384524,4,455394,0.330427,0.3611113975204496,276.5175786421756,0.1793547182904837,45.0,0
319,38,141114,544,0,3,13,25539,48,1,2,0,297,0.124301353385056,3,0,0.1239223628232075,0,4,0,20,4,5958,8004,32142,4438,11759.5,0.6128015682663289,2,27704,0.248539,0.2310216506435777,819.9927339100783,0.0949864138704943,40.0,1
320,41,34960,545,0,3,21,36928,48,1,4,1,721,0.0353922648993501,0,1,0.2740584170935937,0,1,0,18,1,23215,289,39792,38466,2913.333333333333,0.9400174162669168,9,1326,0.259428,0.282012851234498,1291.2768322541665,0.6907128714831234,56.0,0
321,47,28900,599,0,1,23,17636,60,1,3,2,603,0.1524618763729189,2,0,0.2513400909354539,1,1,0,18,18,2950,1809,64485,5287,2408.333333333333,0.6477594160907534,7,59198,0.223136,0.1880076317834798,455.5563381949819,0.4395389639563938,63.0,0
322,30,27888,530,2,4,8,25677,48,2,2,3,777,0.0907458810819109,4,1,0.3999173985439089,0,3,0,19,21,3254,115,61835,14281,2324.0,0.6497593377447294,6,47554,0.255677,0.2556484744845046,859.484834618139,0.7041673126584074,58.0,0
323,65,75116,610,0,0,45,6549,108,1,3,2,267,0.471235475530895,3,2,0.1148800475501667,1,0,0,25,10,2150,914,20489,58924,6259.666666666667,0.8390281535828148,7,1381,0.246549,0.222488907057994,140.78218574153144,0.0651443930573829,60.0,0
324,27,19399,546,0,3,5,32442,48,2,3,2,133,0.4219135727670613,1,1,0.210766332448918,0,1,0,28,13,1713,7180,44361,44451,1616.5833333333333,0.9469572999286,4,2484,0.254442,0.2125494484223307,1009.0430294606464,0.7064547839335923,55.0,0
325,25,62204,380,0,3,1,14467,120,1,1,3,243,0.2543968335126259,0,3,0.5803476360700166,0,1,0,21,24,2205,432,203821,14663,5183.666666666667,0.6993252214931645,9,189158,0.379467,0.4190290679020737,513.5265510648755,0.1459442899617147,54.0,0
326,53,28908,589,0,0,31,8569,36,1,3,3,434,0.1381294235441957,4,0,0.1935365415056955,0,3,0,22,26,8040,2065,68774,227607,2409.0,0.825821286523102,13,2610,0.199069,0.1825965284082392,310.90717166362856,0.309218419121473,51.0,0
327,49,46181,585,1,3,24,32753,72,2,4,2,374,0.5519372322275713,4,2,0.5366026434971638,0,0,0,17,26,2437,643,209751,90750,3848.4166666666665,0.843947254017618,3,119001,0.255253,0.2731377801694712,929.3381649288306,0.3386686728123247,59.0,0
328,47,190649,599,1,0,22,19937,48,3,1,2,685,0.3274676527267922,2,1,0.2078271833118056,0,0,0,24,14,12872,3287,19491,6239,15887.416666666666,0.8947954723218657,5,13252,0.215437,0.2585244,670.5678626297537,0.085323365722123,42.400000000000006,1
329,47,25914,438,2,3,27,25725,24,1,0,1,305,0.7258218111091438,1,2,0.2868648102361215,0,3,1,20,17,3581,700,49934,46267,2159.5,0.763478245796253,8,3667,0.281725,0.2897379707815786,1424.8034374077724,0.8010203461022332,65.0,0
330,39,15778,549,0,1,19,27129,36,2,5,1,790,0.5599293004770171,3,0,0.5676033446892902,0,3,1,18,20,584,328,47152,155919,1314.8333333333333,0.7015027538031233,4,7394,0.237629,0.2538292607833519,1084.1462079762125,1.42538689920868,67.0,0
331,29,103112,610,0,1,9,36161,60,2,1,1,466,0.2991618618280864,2,1,0.4478301649563306,0,0,0,28,11,4669,289,31789,20308,8592.666666666666,0.9154614692350324,4,11481,0.236161,0.236155123454287,1032.2240069066238,0.1743607735557402,52.0,0
332,40,25013,563,0,4,19,29653,36,1,2,0,136,0.5360289479099881,5,2,0.7575036133519772,0,2,0,23,22,4186,303,65301,28925,2084.4166666666665,0.7530068087765387,6,36376,0.2331529999999999,0.2535971410535286,1184.6468764503268,0.6335810385561077,61.0,0
